claim_id,policy_id,customer_id,age,gender,region,policy_type,premium,claim_amount,claim_date,accident_type,vehicle_age,has_previous_claims,claim_status,hospital_visits,settlement_amount,fraud_flag,description
CLM509255,POL100277,CUST202357,36,female,eldoret,third-party,21797.66,668.18,2020-03-07,slip,3.0,True,closed,1,668.18,True,rear ended on highway
CLM504238,POL101056,CUST201368,27,other,nairobi,unknown,14559.81,20336.73,2022-07-19,rollover,4.0,True,pending,1,0.0,True,claim processing - awaiting docs
CLM502513,POL100250,CUST200206,32,female,eldoret,comprehensive,1000.0,302869.79,2021-12-03,unknown,6.0,True,settled,3,302869.79,True,fire damage in engine
CLM504866,POL100038,CUST201486,52,male,nairobi,unknown,18618.24,34371.02,2021-09-22,unknown,0.0,True,settled,0,34371.02,True,customer reports theft
CLM501550,POL101155,CUST200598,37,male,naivasha,fire & theft,9339.04,28180.84,2018-12-16,unknown,4.0,True,closed,0,28180.84,True,rear ended on highway
CLM508315,POL100767,CUST201258,23,male,naivasha,third-party,15486.28,32536.01,2022-04-24,fire,4.0,True,settled,0,32536.01,True,rear ended on highway
CLM502367,POL100779,CUST200197,50,other,nairobi,fire & theft,22008.37,3228.75,2020-08-28,unknown,7.0,True,closed,3,3228.75,True,claim for water damage (flood)
CLM503300,POL100227,CUST200305,37,other,naivasha,fire & theft,6387.13,12163.45,2019-05-21,theft,5.0,True,settled,0,12163.45,True,claim for water damage (flood)
CLM506638,POL101034,CUST201079,41,male,mombasa,comprehensive,22330.47,18060.16,2018-11-29,unknown,2.0,True,settled,1,18060.16,True,customer reports theft
CLM503103,POL101076,CUST202206,44,female,nakuru,comprehensive,11363.59,41814.15,2019-01-03,side-impact,4.0,True,rejected,1,0.0,True,minor bumper damage
CLM501032,POL101046,CUST202327,24,male,nairobi,fire & theft,27289.25,139981.3,2023-03-01,slip,5.0,True,closed,2,139981.3,True,small scratch while parking
CLM511729,POL100230,CUST200910,40,other,mombasa,third-party,23765.76,16990.02,2020-10-13,side-impact,4.0,True,settled,0,16990.02,True,small scratch while parking
CLM511872,POL100712,CUST202529,41,female,eldoret,comprehensive,15375.63,6450.94,2023-09-30,unknown,0.0,True,pending,1,0.0,True,customer reports theft
CLM500604,POL100969,CUST200857,39,female,nairobi,third-party,29844.03,170181.13,2019-01-10,head-on,3.0,True,rejected,0,0.0,True,vehicle theft reported
CLM510800,POL100757,CUST201007,46,female,coast,comprehensive,23059.26,42233.86,2020-08-20,fire,10.0,True,settled,0,42233.86,True,minor bumper damage
CLM505399,POL101100,CUST201442,42,male,nakuru,fire & theft,28586.0,39423.66,2018-10-04,fire,4.0,True,pending,2,0.0,True,duplicate submission
CLM510930,POL100199,CUST201196,48,male,eldoret,fire & theft,20088.86,25642.04,2018-08-12,rollover,5.0,True,open,0,0.0,True,customer reports theft
CLM510360,POL101049,CUST200891,43,other,naivasha,comprehensive,20390.39,385.23,2021-12-24,side-impact,5.0,True,settled,2,385.23,True,major collision - multiple injuries
CLM511723,POL100127,CUST201407,26,other,naivasha,comprehensive,22490.7,160989.8,2024-11-09,head-on,6.0,True,settled,0,160989.8,True,slip and fall - claim for medical
CLM502862,POL100057,CUST200062,66,male,mombasa,third-party,20584.39,35172.28,2019-11-22,unknown,5.0,True,open,1,0.0,True,vehicle theft reported
CLM511163,POL100062,CUST202551,35,male,coast,third-party,18450.06,12076.29,2020-10-07,fire,2.0,True,open,2,0.0,True,small scratch while parking
CLM508413,POL101091,CUST201709,66,other,coast,third-party,17210.36,354213.97,2021-10-17,theft,3.0,True,closed,1,354213.97,True,customer reports theft
CLM500324,POL100112,CUST202108,28,female,nairobi,comprehensive,1000.0,17134.58,2023-03-22,head-on,12.0,True,closed,0,17134.58,True,customer reports theft
CLM500184,POL100964,CUST200524,41,male,naivasha,fire & theft,24649.23,25759.57,2020-01-20,side-impact,4.0,True,settled,0,25759.57,True,small scratch while parking
CLM505021,POL100596,CUST201600,38,other,mombasa,fire & theft,10530.74,41131.57,2021-05-18,unknown,1.0,True,open,3,0.0,True,major collision - multiple injuries
CLM506570,POL101226,CUST200628,39,other,eldoret,comprehensive,9055.14,5253.17,2020-11-02,theft,6.0,True,settled,2,5253.17,True,claim for water damage (flood)
CLM501666,POL100061,CUST200523,41,female,nairobi,fire & theft,16616.6,19936.97,2023-11-17,rear-end,10.0,True,pending,1,0.0,True,slip and fall - claim for medical
CLM507302,POL100389,CUST201184,36,male,nairobi,comprehensive,7025.66,1331.78,2020-12-16,side-impact,3.0,True,settled,0,1331.78,True,duplicate submission
CLM509390,POL100709,CUST200179,38,male,nakuru,comprehensive,27492.62,34341.94,2024-06-14,head-on,5.0,True,pending,0,0.0,True,slip and fall - claim for medical
CLM511254,POL100382,CUST201412,50,female,mombasa,comprehensive,17338.44,38882.24,2021-10-18,unknown,2.0,True,pending,1,0.0,True,customer reports theft
CLM506052,POL100972,CUST200599,32,female,unknown,third-party,15393.17,52331.71,2020-04-26,head-on,9.0,True,open,1,0.0,True,vehicle theft reported
CLM500749,POL101058,CUST202011,41,female,nakuru,third-party,19934.09,92714.52,2018-06-13,side-impact,5.0,True,closed,0,92714.52,True,major collision - multiple injuries
CLM501493,POL100962,CUST201841,37,female,coast,comprehensive,8624.11,21858.6,2023-03-04,fire,6.0,True,closed,0,21858.6,True,duplicate submission
CLM510877,POL100049,CUST202313,47,male,nakuru,third-party,25078.75,24871.92,2023-08-31,theft,0.0,True,open,1,0.0,True,unknown cause
CLM501898,POL101106,CUST200933,48,female,coast,comprehensive,1000.0,285.72,2024-09-02,slip,4.0,True,pending,0,0.0,True,unknown cause
CLM503199,POL100613,CUST201519,33,male,coast,third-party,6281.58,29779.0,2022-05-29,fire,5.0,True,settled,1,29779.0,True,major collision - multiple injuries
CLM501315,POL100384,CUST200596,34,male,eldoret,third-party,7944.31,1640.72,2019-01-19,rollover,6.0,True,settled,2,1640.72,True,rear ended on highway
CLM502858,POL100572,CUST200694,35,female,nairobi,fire & theft,12527.46,14027.34,2024-05-14,head-on,4.0,True,settled,2,14027.34,True,major collision - multiple injuries
CLM500855,POL100815,CUST201926,47,male,mombasa,fire & theft,1000.0,9977.96,2023-08-09,head-on,2.0,True,open,1,0.0,True,vehicle theft reported
CLM508853,POL101274,CUST201569,23,other,nairobi,fire & theft,12474.74,20892.19,2022-01-19,unknown,5.0,True,rejected,2,0.0,True,slip and fall - claim for medical
CLM511059,POL100979,CUST201921,29,male,kisumu,fire & theft,22324.41,14943.8,2023-05-12,rollover,1.0,True,open,0,0.0,True,claim for water damage (flood)
CLM509337,POL100662,CUST200246,25,female,nairobi,third-party,18400.84,16202.46,2020-12-08,rollover,2.0,True,settled,1,16202.46,True,fire damage in engine
CLM505496,POL100860,CUST200330,36,female,nairobi,third-party,17380.32,2619.33,2018-01-22,theft,6.0,True,open,1,0.0,True,duplicate submission
CLM511388,POL101269,CUST200729,41,male,naivasha,comprehensive,13878.64,40339.28,2024-05-03,side-impact,7.0,True,closed,1,40339.28,True,fire damage in engine
CLM511835,POL100179,CUST200868,27,male,nakuru,third-party,10296.15,42644.36,2021-04-09,unknown,0.0,True,pending,0,0.0,True,slip and fall - claim for medical
CLM509358,POL100285,CUST201647,34,male,naivasha,fire & theft,23116.8,2080.15,2024-07-26,head-on,6.0,True,closed,1,2080.15,True,duplicate submission
CLM500689,POL101140,CUST200242,23,female,nairobi,third-party,23431.13,2082.16,2023-08-12,rollover,5.0,True,settled,1,2082.16,True,claim processing - awaiting docs
CLM504817,POL100885,CUST201933,31,female,naivasha,comprehensive,16110.93,334.5,2024-02-04,side-impact,4.0,True,settled,1,334.5,True,unknown cause
CLM502404,POL101034,CUST200058,39,male,coast,third-party,26226.89,29432.09,2019-09-23,rear-end,4.0,True,settled,1,29432.09,True,fire damage in engine
CLM507959,POL101183,CUST200470,35,male,nakuru,third-party,19024.7,33738.76,2019-02-16,rear-end,6.0,True,closed,1,33738.76,True,fire damage in engine
CLM504648,POL100872,CUST200086,49,other,kisumu,comprehensive,11262.36,4197.55,2020-08-31,unknown,8.0,True,open,2,0.0,True,fire damage in engine
CLM500338,POL100616,CUST201111,24,female,nairobi,fire & theft,7348.51,27086.09,2019-12-08,unknown,9.0,True,settled,1,27086.09,True,fire damage in engine
CLM502750,POL101009,CUST201459,51,female,naivasha,comprehensive,11963.69,19982.76,2020-02-01,fire,7.0,True,closed,1,19982.76,True,fire damage in engine
CLM510178,POL100969,CUST200682,42,female,nairobi,fire & theft,22188.36,11627.81,2022-11-24,unknown,3.0,True,closed,2,11627.81,True,small scratch while parking
CLM505138,POL100841,CUST201977,26,female,nakuru,third-party,21262.98,174152.02,2018-02-17,side-impact,7.0,True,closed,1,174152.02,True,claim for water damage (flood)
CLM506754,POL100441,CUST200237,67,male,mombasa,fire & theft,7534.63,14389.34,2023-04-26,theft,9.0,True,pending,1,0.0,True,unknown cause
CLM506116,POL100433,CUST202137,43,male,kisumu,comprehensive,12860.51,15600.22,2023-04-18,unknown,0.0,True,settled,0,15600.22,True,claim processing - awaiting docs
CLM501045,POL100084,CUST201351,21,other,kisumu,comprehensive,2901.62,8054.38,2024-03-07,unknown,6.0,True,settled,0,8054.38,True,claim for water damage (flood)
CLM505266,POL101221,CUST202543,48,female,nairobi,third-party,1000.0,10146.06,2021-09-07,theft,7.0,True,settled,3,10146.06,True,minor bumper damage
CLM503774,POL100777,CUST201709,27,male,nairobi,comprehensive,30112.4,41558.76,2021-10-11,rollover,0.0,True,open,0,0.0,True,major collision - multiple injuries
CLM509187,POL100045,CUST200609,34,female,nairobi,third-party,3953.9,32528.31,2024-08-28,unknown,5.0,True,open,1,0.0,True,fire damage in engine
CLM509220,POL101094,CUST200361,25,male,naivasha,fire & theft,6483.72,38842.71,2020-10-05,unknown,9.0,True,closed,1,38842.71,True,duplicate submission
CLM508588,POL101164,CUST201857,41,male,eldoret,comprehensive,6852.82,112705.14,2020-01-21,slip,6.0,True,closed,1,112705.14,True,small scratch while parking
CLM505150,POL100230,CUST201071,60,male,coast,third-party,8935.37,27811.33,,rear-end,2.0,True,pending,0,0.0,True,unknown cause
CLM500967,POL100229,CUST202060,51,other,mombasa,fire & theft,9948.78,20787.9,2024-03-03,rollover,2.0,True,pending,0,0.0,True,minor bumper damage
CLM505996,POL100627,CUST200565,22,male,nairobi,comprehensive,28597.32,8773.41,2022-08-04,head-on,5.0,True,open,0,0.0,True,slip and fall - claim for medical
CLM501367,POL101117,CUST201271,36,female,mombasa,comprehensive,12792.83,1633.97,2024-01-03,theft,6.0,True,open,1,0.0,True,major collision - multiple injuries
CLM511447,POL100793,CUST201368,28,other,nairobi,fire & theft,7711.95,24887.11,2021-04-01,unknown,4.0,True,settled,2,24887.11,True,rear ended on highway
CLM506350,POL100789,CUST202382,38,female,mombasa,fire & theft,16495.55,114862.26,2019-06-15,head-on,2.0,True,closed,1,114862.26,True,vehicle theft reported
CLM502927,POL100410,CUST202245,45,female,mombasa,fire & theft,22167.48,48656.36,2020-01-14,unknown,3.0,True,settled,0,48656.36,True,customer reports theft
CLM507981,POL100371,CUST200703,47,female,mombasa,fire & theft,11204.55,56495.54,2023-06-29,rear-end,5.0,True,closed,2,56495.54,True,claim processing - awaiting docs
CLM502803,POL100243,CUST200574,35,male,nakuru,comprehensive,16558.71,9543.82,2018-03-14,theft,4.0,True,settled,1,9543.82,True,duplicate submission
CLM502890,POL101126,CUST202472,24,other,nakuru,third-party,28016.94,249658.05,2020-12-16,side-impact,5.0,True,settled,2,249658.05,True,unknown cause
CLM500463,POL100771,CUST201749,42,female,nairobi,comprehensive,18593.75,12352.9,2023-04-25,rear-end,5.0,True,closed,1,12352.9,True,unknown cause
CLM505927,POL100340,CUST202457,47,male,coast,comprehensive,17236.58,27953.54,2018-04-28,unknown,1.0,True,settled,1,27953.54,True,minor bumper damage
CLM502325,POL101015,CUST202148,42,female,eldoret,third-party,12719.39,10274.88,2021-02-06,slip,4.0,True,closed,3,10274.88,True,claim for water damage (flood)
CLM501034,POL100553,CUST201000,44,female,eldoret,comprehensive,20621.28,23613.15,2021-12-26,slip,3.0,True,settled,2,23613.15,True,claim processing - awaiting docs
CLM507102,POL101063,CUST202222,36,female,kisumu,fire & theft,1000.0,33424.75,2021-02-16,rollover,0.0,True,closed,1,33424.75,True,minor bumper damage
CLM511794,POL100869,CUST201446,30,female,nairobi,third-party,20418.34,20585.58,2020-10-09,head-on,8.0,True,closed,0,20585.58,True,small scratch while parking
CLM501228,POL100136,CUST202103,43,other,naivasha,third-party,30784.84,214915.03,2023-11-11,unknown,3.0,True,settled,2,214915.03,True,claim processing - awaiting docs
CLM508032,POL100938,CUST200850,24,other,naivasha,fire & theft,16802.22,39955.85,2022-02-23,slip,11.0,True,settled,3,39955.85,True,claim processing - awaiting docs
CLM500504,POL100959,CUST201955,29,female,naivasha,comprehensive,26345.92,3832.28,2022-08-04,rollover,0.0,True,rejected,0,0.0,True,vehicle theft reported
CLM501807,POL100391,CUST201305,40,female,kisumu,comprehensive,8954.59,3956.6,2018-08-22,rear-end,4.0,True,rejected,0,0.0,True,claim for water damage (flood)
CLM501259,POL100511,CUST200842,26,female,mombasa,third-party,16626.83,199958.07,2021-12-02,rollover,5.0,True,settled,1,199958.07,True,minor bumper damage
CLM507994,POL100982,CUST202311,24,male,nakuru,comprehensive,13445.25,22152.93,2019-02-11,slip,3.0,True,settled,1,22152.93,True,rear ended on highway
CLM501051,POL100208,CUST200680,35,male,nairobi,comprehensive,15085.09,23325.03,2020-01-28,side-impact,0.0,True,settled,1,23325.03,True,duplicate submission
CLM509234,POL100667,CUST200635,39,other,mombasa,fire & theft,12857.86,12004.75,2024-03-04,rollover,9.0,True,closed,0,12004.75,True,claim processing - awaiting docs
CLM500032,POL100084,CUST201422,32,other,naivasha,third-party,17435.59,23858.11,2021-10-29,slip,5.0,True,rejected,2,0.0,True,duplicate submission
CLM510655,POL100740,CUST200074,21,female,nakuru,fire & theft,28692.1,224320.09,2019-05-16,side-impact,5.0,True,rejected,1,0.0,True,major collision - multiple injuries
CLM505158,POL100324,CUST200189,29,male,mombasa,third-party,6506.48,11481.34,2021-06-03,head-on,2.0,True,settled,1,11481.34,True,vehicle theft reported
CLM505950,POL101277,CUST202119,33,other,coast,comprehensive,9029.21,29452.87,2018-08-24,unknown,4.0,True,closed,1,29452.87,True,slip and fall - claim for medical
CLM508303,POL100086,CUST202314,18,other,nairobi,fire & theft,10490.26,46157.44,2019-01-07,slip,9.0,True,rejected,0,0.0,True,rear ended on highway
CLM509883,POL100015,CUST200504,30,other,coast,fire & theft,5836.32,11373.97,2019-01-27,slip,3.0,True,rejected,2,0.0,True,unknown cause
CLM508444,POL100140,CUST202029,42,male,nairobi,third-party,17830.55,7294.1,2021-07-26,rear-end,6.0,True,settled,1,7294.1,True,customer reports theft
CLM511648,POL100124,CUST201437,37,female,mombasa,comprehensive,10119.8,233875.16,2022-05-11,slip,0.0,True,open,0,0.0,True,unknown cause
CLM511315,POL100377,CUST200509,46,male,unknown,comprehensive,16859.7,27981.64,2022-07-13,side-impact,4.0,True,open,1,0.0,True,unknown cause
CLM504306,POL101151,CUST200665,25,female,kisumu,fire & theft,18508.37,35093.52,2023-08-11,slip,7.0,True,rejected,1,0.0,True,claim processing - awaiting docs
CLM506698,POL100590,CUST201237,35,male,nairobi,comprehensive,11521.48,30457.24,2020-12-29,rollover,2.0,True,rejected,0,0.0,True,duplicate submission
CLM510562,POL100418,CUST200554,48,male,mombasa,comprehensive,3730.9,16486.85,2022-08-03,unknown,3.0,True,settled,2,16486.85,True,slip and fall - claim for medical
CLM504282,POL100381,CUST200727,73,female,eldoret,third-party,18704.77,28033.31,2023-12-27,rear-end,7.0,True,settled,2,28033.31,True,unknown cause
CLM506410,POL101087,CUST202036,41,female,mombasa,comprehensive,31788.09,33193.41,2024-01-30,side-impact,7.0,True,closed,0,33193.41,True,fire damage in engine
CLM510438,POL100384,CUST201481,32,female,nairobi,third-party,7017.95,28661.34,2021-11-09,head-on,5.0,True,settled,2,28661.34,True,unknown cause
CLM509740,POL100656,CUST201391,18,other,naivasha,fire & theft,17350.42,379041.01,2018-08-24,unknown,3.0,True,closed,0,379041.01,True,rear ended on highway
CLM501699,POL100578,CUST201420,29,female,nakuru,third-party,7120.43,18292.63,2021-05-15,head-on,6.0,True,pending,0,0.0,True,duplicate submission
CLM510440,POL100471,CUST200295,47,male,nakuru,comprehensive,23055.42,32037.19,2021-06-29,rollover,0.0,True,closed,0,32037.19,True,claim processing - awaiting docs
CLM506211,POL100338,CUST200652,50,other,nakuru,fire & theft,14058.62,65492.28,2020-01-25,fire,2.0,True,open,0,0.0,True,slip and fall - claim for medical
CLM508549,POL100421,CUST200155,36,male,nairobi,comprehensive,18233.45,287161.88,2018-02-22,unknown,0.0,True,settled,0,287161.88,True,claim processing - awaiting docs
CLM510242,POL100820,CUST200959,48,male,nairobi,third-party,15247.14,47391.21,2023-11-09,rear-end,2.0,True,settled,0,47391.21,True,claim for water damage (flood)
CLM506288,POL100854,CUST201796,54,male,nairobi,comprehensive,19383.7,6161.22,2019-12-08,head-on,2.0,True,closed,4,6161.22,True,minor bumper damage
CLM502597,POL100558,CUST200688,46,male,nairobi,comprehensive,22405.96,41354.98,2018-03-10,side-impact,8.0,True,closed,2,41354.98,True,fire damage in engine
CLM509901,POL100877,CUST202510,51,other,nakuru,fire & theft,11579.47,40370.56,2018-07-31,head-on,2.0,True,settled,3,40370.56,True,fire damage in engine
CLM504745,POL100253,CUST201293,29,female,naivasha,fire & theft,18224.23,6347.52,2022-05-25,rollover,5.0,True,closed,1,6347.52,True,claim processing - awaiting docs
CLM508341,POL100379,CUST201891,18,female,nairobi,comprehensive,26788.31,251062.1,2020-03-11,theft,1.0,True,rejected,1,0.0,True,claim processing - awaiting docs
CLM510955,POL100757,CUST200413,44,male,eldoret,third-party,7519.55,27811.98,2019-01-20,rear-end,5.0,True,open,1,0.0,True,rear ended on highway
CLM508926,POL100743,CUST200160,35,male,coast,third-party,14463.1,168165.37,2018-11-18,rollover,5.0,True,settled,0,168165.37,True,fire damage in engine
CLM502880,POL100418,CUST200593,45,other,nairobi,comprehensive,23477.59,2853.63,2024-07-15,head-on,3.0,True,settled,3,2853.63,True,small scratch while parking
CLM501172,POL100332,CUST201531,57,female,nakuru,fire & theft,9121.51,988.42,2019-01-04,theft,0.0,True,settled,0,988.42,True,claim for water damage (flood)
CLM509397,POL100110,CUST202351,43,female,nairobi,third-party,19732.07,733.31,2020-07-22,rear-end,6.0,True,settled,1,733.31,True,duplicate submission
CLM508321,POL100544,CUST202318,54,female,kisumu,comprehensive,15281.77,12185.22,2020-03-09,side-impact,0.0,True,closed,2,12185.22,True,claim processing - awaiting docs
CLM504686,POL101228,CUST200221,24,male,nairobi,third-party,5010.49,59927.89,2022-04-04,theft,6.0,True,pending,1,0.0,True,duplicate submission
CLM511384,POL100613,CUST200220,42,other,unknown,fire & theft,8521.67,75052.34,2018-03-21,unknown,6.0,True,settled,0,75052.34,True,duplicate submission
CLM501660,POL101064,CUST200945,63,other,mombasa,third-party,16732.44,3583.46,,theft,4.0,True,open,0,0.0,True,customer reports theft
CLM502961,POL101056,CUST200877,23,male,kisumu,fire & theft,28007.82,33013.69,2024-09-02,head-on,9.0,True,closed,0,33013.69,True,minor bumper damage
CLM500174,POL100808,CUST200142,41,female,nairobi,fire & theft,13615.43,20233.69,2019-11-16,head-on,1.0,True,rejected,1,0.0,True,unknown cause
CLM504838,POL101040,CUST201077,36,female,naivasha,comprehensive,11623.14,19827.3,2022-01-22,unknown,4.0,True,settled,0,19827.3,True,slip and fall - claim for medical
CLM507672,POL100328,CUST201970,39,male,naivasha,third-party,6486.0,20562.5,2024-03-30,rear-end,11.0,True,closed,1,20562.5,True,fire damage in engine
CLM510512,POL100588,CUST200157,61,male,nakuru,comprehensive,1000.0,13218.36,2021-05-21,rollover,6.0,True,settled,2,13218.36,True,small scratch while parking
CLM511043,POL100042,CUST201856,36,other,mombasa,comprehensive,18483.68,14881.98,2023-01-21,side-impact,5.0,True,closed,2,14881.98,True,claim processing - awaiting docs
CLM504739,POL100719,CUST200982,31,male,nairobi,fire & theft,7013.08,18142.62,2022-07-07,rollover,2.0,True,rejected,3,0.0,True,slip and fall - claim for medical
CLM508155,POL101015,CUST201732,40,male,mombasa,third-party,9220.58,17827.73,2023-12-18,unknown,9.0,True,open,0,0.0,True,slip and fall - claim for medical
CLM502254,POL100742,CUST201875,28,female,naivasha,third-party,12268.27,25007.56,2023-05-07,rear-end,6.0,True,open,2,0.0,True,claim processing - awaiting docs
CLM504955,POL100059,CUST200342,68,other,nakuru,third-party,13267.77,27302.15,2020-05-20,unknown,8.0,True,rejected,0,0.0,True,vehicle theft reported
CLM505601,POL100639,CUST200854,31,female,nairobi,fire & theft,24493.36,17288.48,2018-03-23,theft,2.0,True,open,0,0.0,True,rear ended on highway
CLM505647,POL100006,CUST200057,33,male,naivasha,fire & theft,24465.55,3697.23,2022-10-02,slip,2.0,True,closed,0,3697.23,True,slip and fall - claim for medical
CLM500860,POL100481,CUST201761,22,male,coast,fire & theft,15604.61,244397.77,2019-11-10,rear-end,4.0,True,settled,1,244397.77,True,customer reports theft
CLM506828,POL100947,CUST202263,41,other,mombasa,comprehensive,1000.0,14583.25,2018-04-11,unknown,6.0,True,rejected,2,0.0,True,claim for water damage (flood)
CLM505571,POL100420,CUST201421,27,other,mombasa,third-party,9326.61,24373.74,2022-12-25,rollover,3.0,True,closed,0,24373.74,True,customer reports theft
CLM501205,POL100497,CUST201958,18,other,coast,comprehensive,20507.1,22906.47,2020-12-22,side-impact,4.0,True,closed,3,22906.47,True,fire damage in engine
CLM510990,POL100222,CUST200707,33,male,mombasa,comprehensive,8776.11,33233.45,2022-08-01,theft,1.0,True,rejected,0,0.0,True,claim for water damage (flood)
CLM506213,POL100883,CUST200058,35,female,mombasa,comprehensive,19888.36,19232.75,2023-04-11,head-on,10.0,True,closed,0,19232.75,True,customer reports theft
CLM509114,POL100242,CUST201368,18,female,eldoret,fire & theft,15474.19,11561.2,2020-11-27,theft,6.0,True,closed,1,11561.2,True,slip and fall - claim for medical
CLM501260,POL101257,CUST200189,49,male,nairobi,third-party,36444.07,13634.07,2021-06-10,theft,3.0,True,pending,1,0.0,True,claim for water damage (flood)
CLM503895,POL100102,CUST201688,60,female,kisumu,comprehensive,13398.59,33346.24,2018-11-22,rollover,6.0,True,closed,2,33346.24,True,major collision - multiple injuries
CLM508830,POL100810,CUST200064,31,female,nairobi,comprehensive,12113.86,195774.22,2024-03-12,rollover,1.0,True,closed,0,195774.22,True,customer reports theft
CLM503948,POL101197,CUST201787,55,other,nakuru,fire & theft,8163.92,5913.42,2019-05-13,unknown,5.0,True,closed,0,5913.42,True,fire damage in engine
CLM502052,POL100276,CUST200083,37,male,eldoret,comprehensive,5423.31,40595.63,2018-04-06,fire,1.0,True,closed,1,40595.63,True,unknown cause
CLM502423,POL100086,CUST201032,36,female,nairobi,comprehensive,13450.98,34466.26,2018-09-20,slip,4.0,True,closed,2,34466.26,True,vehicle theft reported
